id,prefix,name,chi2,pval
1016,b'4.1-ngram.current_user_utterance__restaurant trumpington',4.1,9.5518,0.0228
6839,b'4.1-ngram.next_system_utterance__venue internet',4.1,9.5383,0.0229
6840,b'4.1-ngram.next_system_utterance__venue internet connection',4.1,9.5383,0.0229
4787,b'4.1-ngram.next_system_utterance__looking venue internet',4.1,9.5383,0.0229
9938,b'5-phrase_feature__noun_phrases__next_user_utterance__clicking',5,9.5075,0.0233
11258,b'7-syntactic_feature__root_word__current_user_utterance__intern',7,9.5071,0.0233
7732,b'4.1-ngram.next_user_utterance__st',4.1,9.5060,0.0233
706,b'4.1-ngram.current_user_utterance__mexican',4.1,9.4814,0.0235
7140,b'4.1-ngram.next_user_utterance__coffee shop',4.1,9.4771,0.0236
7139,b'4.1-ngram.next_user_utterance__coffee',4.1,9.4771,0.0236
7713,b'4.1-ngram.next_user_utterance__shop',4.1,9.4771,0.0236
11032,b'7-syntactic_feature__obj_word__current_user_utterance__children',7,9.4613,0.0237
1514,b'4.1-ngram.next_system_utterance__12',4.1,9.4465,0.0239
9686,b'5-phrase_feature__noun_phrases__next_system_utterance__traditional_food',5,9.4451,0.0239
11677,b'7-syntactic_feature__root_word__next_user_utterance__code',7,9.4283,0.0241
7464,b'4.1-ngram.next_user_utterance__museum',4.1,9.4213,0.0242
11723,b'7-syntactic_feature__root_word__next_user_utterance__greek',7,9.4142,0.0243
9629,b'5-phrase_feature__noun_phrases__next_system_utterance__serving_turkish_food',5,9.4142,0.0243
11564,b'7-syntactic_feature__root_word__next_system_utterance__garden',7,9.4142,0.0243
10200,b'5-phrase_feature__noun_phrases__next_user_utterance__museum',5,9.4142,0.0243
10803,b'6-entity_feature__entity__next_system_utterance__corpus christi_ORGANIZATION',6,9.4142,0.0243
11868,b'7-syntactic_feature__root_word__next_user_utterance__trumpington',7,9.4142,0.0243
7892,b'4.1-ngram.next_user_utterance__whats postcode',4.1,9.4114,0.0243
4590,b'4.1-ngram.next_system_utterance__like venue expensive',4.1,9.4080,0.0243
3044,b'4.1-ngram.next_system_utterance__classical archaeology',4.1,9.4024,0.0244
4979,b'4.1-ngram.next_system_utterance__museum classical archaeology',4.1,9.4024,0.0244
4978,b'4.1-ngram.next_system_utterance__museum classical',4.1,9.4024,0.0244
3043,b'4.1-ngram.next_system_utterance__classical',4.1,9.4024,0.0244
2034,b'4.1-ngram.next_system_utterance__archaeology',4.1,9.4024,0.0244
6826,b'4.1-ngram.next_system_utterance__venue example saints',4.1,9.3931,0.0245
6159,b'4.1-ngram.next_system_utterance__saints church',4.1,9.3931,0.0245
6158,b'4.1-ngram.next_system_utterance__saints',4.1,9.3931,0.0245
3648,b'4.1-ngram.next_system_utterance__example saints church',4.1,9.3931,0.0245
3647,b'4.1-ngram.next_system_utterance__example saints',4.1,9.3931,0.0245
4347,b'4.1-ngram.next_system_utterance__jello',4.1,9.3769,0.0247
2520,b'4.1-ngram.next_system_utterance__cafe jello',4.1,9.3769,0.0247
9862,b'5-phrase_feature__noun_phrases__next_user_utterance__cafe_food',5,9.3761,0.0247
7608,b'4.1-ngram.next_user_utterance__priced restaurant',4.1,9.3571,0.0249
5462,b'4.1-ngram.next_system_utterance__phone number carringtons',4.1,9.3350,0.0252
5192,b'4.1-ngram.next_system_utterance__number carringtons 01223361792',4.1,9.3350,0.0252
5191,b'4.1-ngram.next_system_utterance__number carringtons',4.1,9.3350,0.0252
2622,b'4.1-ngram.next_system_utterance__carringtons 01223361792',4.1,9.3350,0.0252
10771,b'6-entity_feature__entity__next_system_utterance__cambridge leisure park_ORGANIZATION',6,9.3331,0.0252
10793,b'6-entity_feature__entity__next_system_utterance__christ_PERSON',6,9.3331,0.0252
11293,b'7-syntactic_feature__root_word__current_user_utterance__name',7,9.3233,0.0253
9797,b'5-phrase_feature__noun_phrases__next_user_utterance__area_code',5,9.3233,0.0253
7127,b'4.1-ngram.next_user_utterance__christs',4.1,9.3164,0.0254
7128,b'4.1-ngram.next_user_utterance__christs college',4.1,9.3164,0.0254
8416,b'5-phrase_feature__noun_phrases__current_user_utterance__mexican_texmex',5,9.2979,0.0256
8362,b'5-phrase_feature__noun_phrases__current_user_utterance__kettles',5,9.2979,0.0256
8832,b'5-phrase_feature__noun_phrases__current_user_utterance__yard',5,9.2979,0.0256
8363,b'5-phrase_feature__noun_phrases__current_user_utterance__kettles_yard',5,9.2979,0.0256
11267,b'7-syntactic_feature__root_word__current_user_utterance__kettl',7,9.2979,0.0256
11786,b'7-syntactic_feature__root_word__next_user_utterance__none',7,9.2965,0.0256
10750,b'6-entity_feature__entity__next_system_utterance__botanic gardens_LOCATION',6,9.2965,0.0256
10233,b'5-phrase_feature__noun_phrases__next_user_utterance__none',5,9.2965,0.0256
10070,b'5-phrase_feature__noun_phrases__next_user_utterance__girton_area',5,9.2774,0.0258
6885,b'4.1-ngram.next_system_utterance__wheatsheaf barnwell',4.1,9.2742,0.0259
6886,b'4.1-ngram.next_system_utterance__wheatsheaf barnwell town',4.1,9.2742,0.0259
178,b'4.1-ngram.current_user_utterance__cheap moderate',4.1,9.2695,0.0259
4404,b'4.1-ngram.next_system_utterance__king hedges',4.1,9.2595,0.0260
4088,b'4.1-ngram.next_system_utterance__hedges',4.1,9.2595,0.0260
11306,b'7-syntactic_feature__root_word__current_user_utterance__ok',7,9.2408,0.0263
481,b'4.1-ngram.current_user_utterance__indian food',4.1,9.2204,0.0265
3316,b'4.1-ngram.next_system_utterance__drinks snacks',4.1,9.1986,0.0268
6364,b'4.1-ngram.next_system_utterance__snacks',4.1,9.1986,0.0268
3315,b'4.1-ngram.next_system_utterance__drinks',4.1,9.1986,0.0268
3858,b'4.1-ngram.next_system_utterance__galleries',4.1,9.1811,0.0270
2661,b'4.1-ngram.next_system_utterance__castle galleries',4.1,9.1811,0.0270
5931,b'4.1-ngram.next_system_utterance__regent',4.1,9.1793,0.0270
5932,b'4.1-ngram.next_system_utterance__regent street',4.1,9.1793,0.0270
6982,b'2.1-user_action_words.next_user_utterance__tell',2.1,9.1760,0.0270
11994,b'7-syntactic_feature__subj_word__next_system_utterance__basement',7,9.1760,0.0270
11424,b'7-syntactic_feature__root_word__next_system_utterance__01223308681',7,9.1760,0.0270
11753,b'7-syntactic_feature__root_word__next_user_utterance__kind',7,9.1659,0.0272
6789,b'4.1-ngram.next_system_utterance__venue cherry',4.1,9.1592,0.0272
6790,b'4.1-ngram.next_system_utterance__venue cherry hinton',4.1,9.1592,0.0272
4782,b'4.1-ngram.next_system_utterance__looking venue cherry',4.1,9.1592,0.0272
2114,b'4.1-ngram.next_system_utterance__artworks',4.1,9.1079,0.0279
10658,b'6-entity_feature__entity__next_system_utterance__21_NUMBER',6,9.0939,0.0281
10727,b'6-entity_feature__entity__next_system_utterance__all bar_MISC',6,9.0939,0.0281
11110,b'7-syntactic_feature__obj_word__next_user_utterance__i',7,9.0939,0.0281
4502,b'4.1-ngram.next_system_utterance__like cheap price',4.1,9.0482,0.0287
4501,b'4.1-ngram.next_system_utterance__like cheap',4.1,9.0482,0.0287
5814,b'4.1-ngram.next_system_utterance__ranch',4.1,9.0304,0.0289
10480,b'5-phrase_feature__noun_phrases__next_user_utterance__tv',5,9.0095,0.0292
9289,b'5-phrase_feature__noun_phrases__next_system_utterance__indian_food',5,9.0018,0.0293
8116,b'5-phrase_feature__noun_phrases__current_user_utterance__childrens',5,8.9862,0.0295
11658,b'7-syntactic_feature__root_word__next_user_utterance__castl',7,8.9680,0.0297
9618,b'5-phrase_feature__noun_phrases__next_system_utterance__serving_italian_food',5,8.9560,0.0299
8214,b'5-phrase_feature__noun_phrases__current_user_utterance__english_food',5,8.9560,0.0299
2213,b'4.1-ngram.next_system_utterance__bakers television',4.1,8.9470,0.0300
5609,b'4.1-ngram.next_system_utterance__pound',4.1,8.9445,0.0300
8275,b'5-phrase_feature__noun_phrases__current_user_utterance__fusion',5,8.9437,0.0300
389,b'4.1-ngram.current_user_utterance__greek food',4.1,8.9125,0.0305
11434,b'7-syntactic_feature__root_word__next_system_utterance__01223322772',7,8.8819,0.0309
9240,b'5-phrase_feature__noun_phrases__next_system_utterance__green_street',5,8.8819,0.0309
10843,b'6-entity_feature__entity__next_system_utterance__green street_LOCATION',6,8.8819,0.0309
10573,b'6-entity_feature__entity__next_system_utterance__01223353554_NUMBER',6,8.8819,0.0309
10653,b'6-entity_feature__entity__next_system_utterance__1_NUMBER',6,8.8819,0.0309
10624,b'6-entity_feature__entity__next_system_utterance__01223902183_NUMBER',6,8.8819,0.0309
11440,b'7-syntactic_feature__root_word__next_system_utterance__01223353554',7,8.8819,0.0309
10931,b'6-entity_feature__entity__next_system_utterance__polonia_PERSON',6,8.8819,0.0309
9074,b'5-phrase_feature__noun_phrases__next_system_utterance__charge',5,8.8819,0.0309
10903,b'6-entity_feature__entity__next_system_utterance__middleeastern_LOCATION',6,8.8684,0.0311
8335,b'5-phrase_feature__noun_phrases__current_user_utterance__information',5,8.8684,0.0311
4523,b'4.1-ngram.next_system_utterance__like example contemporary',4.1,8.8553,0.0313
3527,b'4.1-ngram.next_system_utterance__example contemporary',4.1,8.8553,0.0313
946,b'4.1-ngram.current_user_utterance__res',4.1,8.8435,0.0314
8729,b'5-phrase_feature__noun_phrases__current_user_utterance__talking',5,8.8330,0.0316
12113,b'7-syntactic_feature__subj_word__next_user_utterance__nois',7,8.8330,0.0316
8753,b'5-phrase_feature__noun_phrases__current_user_utterance__time',5,8.8330,0.0316
23,b'2.1-user_action_words.current_user_utterance__time',2.1,8.8330,0.0316
11191,b'7-syntactic_feature__root_word__current_user_utterance__children',7,8.8330,0.0316
11308,b'7-syntactic_feature__root_word__current_user_utterance__one',7,8.8330,0.0316
9426,b'5-phrase_feature__noun_phrases__next_system_utterance__outstanding_cafe',5,8.7889,0.0322
243,b'4.1-ngram.current_user_utterance__contemporary',4.1,8.7831,0.0323
11797,b'7-syntactic_feature__root_word__next_user_utterance__part',7,8.7814,0.0323
10792,b"6-entity_feature__entity__next_system_utterance__christ's college_ORGANIZATION",6,8.7814,0.0323
2542,b'4.1-ngram.next_system_utterance__cafe pub restaurant',4.1,8.7708,0.0325
9681,b'5-phrase_feature__noun_phrases__next_system_utterance__thai',5,8.7645,0.0326
7061,b'4.1-ngram.next_user_utterance__bakers',4.1,8.7575,0.0327
4377,b'4.1-ngram.next_system_utterance__kettle',4.1,8.7543,0.0327
4378,b'4.1-ngram.next_system_utterance__kettle yard',4.1,8.7543,0.0327
7793,b'4.1-ngram.next_user_utterance__trumpington area',4.1,8.6998,0.0336
12028,b'7-syntactic_feature__subj_word__next_system_utterance__inn',7,8.6795,0.0339
10150,b'5-phrase_feature__noun_phrases__next_user_utterance__kings_hedges',5,8.6763,0.0339
1540,b'4.1-ngram.next_system_utterance__15',4.1,8.6757,0.0339
7134,b'4.1-ngram.next_user_utterance__clicking',4.1,8.6727,0.0340
2518,b'4.1-ngram.next_system_utterance__cafe great cafe',4.1,8.6655,0.0341
419,b'4.1-ngram.current_user_utterance__hoodington',4.1,8.6649,0.0341
3491,b'4.1-ngram.next_system_utterance__example cafe restaurant',4.1,8.6645,0.0341
11680,b'7-syntactic_feature__root_word__next_user_utterance__contemporari',7,8.6439,0.0344
9959,b'5-phrase_feature__noun_phrases__next_user_utterance__contemporary_restaurant',5,8.6439,0.0344
9407,b'5-phrase_feature__noun_phrases__next_system_utterance__newnham_part',5,8.6397,0.0345
5313,b'4.1-ngram.next_system_utterance__outstanding restaurant cheap',4.1,8.6302,0.0346
7088,b'4.1-ngram.next_user_utterance__castle hill area',4.1,8.6292,0.0347
10706,b'6-entity_feature__entity__next_system_utterance__73_NUMBER',6,8.6258,0.0347
10861,b'6-entity_feature__entity__next_system_utterance__humberstone road_LOCATION',6,8.6258,0.0347
9285,b'5-phrase_feature__noun_phrases__next_system_utterance__humberstone_road',5,8.6258,0.0347
9284,b'5-phrase_feature__noun_phrases__next_system_utterance__humberstone',5,8.6258,0.0347
10645,b'6-entity_feature__entity__next_system_utterance__16 pounds_MONEY',6,8.6258,0.0347
11484,b'7-syntactic_feature__root_word__next_system_utterance__01223902124',7,8.6258,0.0347
10577,b'6-entity_feature__entity__next_system_utterance__01223355909_NUMBER',6,8.6258,0.0347
11556,b'7-syntactic_feature__root_word__next_system_utterance__f1',7,8.6258,0.0347
816,b'4.1-ngram.current_user_utterance__ok address',4.1,8.6186,0.0348
3039,b'4.1-ngram.next_system_utterance__clare hall',4.1,8.5893,0.0353
4589,b'4.1-ngram.next_system_utterance__like venue cheap',4.1,8.5676,0.0356
5962,b'4.1-ngram.next_system_utterance__restaurant chesterton area',4.1,8.5632,0.0357
41,b'4.1-ngram.current_user_utterance__address area',4.1,8.5605,0.0357
1079,b'4.1-ngram.current_user_utterance__spanish restaurant',4.1,8.5600,0.0358
7129,b'4.1-ngram.next_user_utterance__city',4.1,8.5515,0.0359
1622,b'4.1-ngram.next_system_utterance__24',4.1,8.5134,0.0365
8349,b'5-phrase_feature__noun_phrases__current_user_utterance__italian_food',5,8.5047,0.0367
10930,b'6-entity_feature__entity__next_system_utterance__polonia_LOCATION',6,8.4913,0.0369
10763,b'6-entity_feature__entity__next_system_utterance__caffe uno_ORGANIZATION',6,8.4889,0.0369
9715,b'5-phrase_feature__noun_phrases__next_system_utterance__uno',5,8.4889,0.0369
8983,b'5-phrase_feature__noun_phrases__next_system_utterance__caffe_uno',5,8.4889,0.0369
220,b'4.1-ngram.current_user_utterance__christs college',4.1,8.4881,0.0369
219,b'4.1-ngram.current_user_utterance__christs',4.1,8.4881,0.0369
6582,b'4.1-ngram.next_system_utterance__technology',4.1,8.4807,0.0371
4468,b'4.1-ngram.next_system_utterance__lane',4.1,8.4691,0.0373
9523,b'5-phrase_feature__noun_phrases__next_system_utterance__price_range',5,8.4327,0.0379
9538,b'5-phrase_feature__noun_phrases__next_system_utterance__range',5,8.4327,0.0379
7152,b'4.1-ngram.next_user_utterance__correct',4.1,8.4207,0.0381
11565,b'7-syntactic_feature__root_word__next_system_utterance__greek',7,8.4206,0.0381
10021,b'5-phrase_feature__noun_phrases__next_user_utterance__expensive_price_range',5,8.4206,0.0381
9302,b'5-phrase_feature__noun_phrases__next_system_utterance__japanese',5,8.4206,0.0381
5803,b'4.1-ngram.next_system_utterance__rainbow',4.1,8.4174,0.0381
5804,b'4.1-ngram.next_system_utterance__rainbow cafe',4.1,8.4174,0.0381
7193,b'4.1-ngram.next_user_utterance__east asian',4.1,8.4088,0.0383
2597,b'4.1-ngram.next_system_utterance__cappuccino',4.1,8.3988,0.0384
5711,b'4.1-ngram.next_system_utterance__price cappuccino',4.1,8.3988,0.0384
11335,b'7-syntactic_feature__root_word__current_user_utterance__river',7,8.3814,0.0388
11312,b'7-syntactic_feature__root_word__current_user_utterance__perfect',7,8.3814,0.0388
11848,b'7-syntactic_feature__root_word__next_user_utterance__take',7,8.3814,0.0388
8361,b'5-phrase_feature__noun_phrases__current_user_utterance__johns_college',5,8.3814,0.0388
8663,b'5-phrase_feature__noun_phrases__current_user_utterance__saint',5,8.3814,0.0388
10416,b'5-phrase_feature__noun_phrases__next_user_utterance__st',5,8.3814,0.0388
9607,b'5-phrase_feature__noun_phrases__next_system_utterance__serving_contemporary_food',5,8.3814,0.0388
8360,b'5-phrase_feature__noun_phrases__current_user_utterance__johns',5,8.3814,0.0388
11265,b'7-syntactic_feature__root_word__current_user_utterance__john',7,8.3814,0.0388
5523,b'4.1-ngram.next_system_utterance__play',4.1,8.3708,0.0389
2852,b'4.1-ngram.next_system_utterance__cherry hinton water',4.1,8.3708,0.0389
6865,b'4.1-ngram.next_system_utterance__water',4.1,8.3708,0.0389
6866,b'4.1-ngram.next_system_utterance__water play',4.1,8.3708,0.0389
4194,b'4.1-ngram.next_system_utterance__hinton water',4.1,8.3708,0.0389
4195,b'4.1-ngram.next_system_utterance__hinton water play',4.1,8.3708,0.0389
3297,b'4.1-ngram.next_system_utterance__dojo',4.1,8.3664,0.0390
3298,b'4.1-ngram.next_system_utterance__dojo noodle',4.1,8.3664,0.0390
3299,b'4.1-ngram.next_system_utterance__dojo noodle bar',4.1,8.3664,0.0390
2351,b'4.1-ngram.next_system_utterance__bistro',4.1,8.3591,0.0391
4186,b'4.1-ngram.next_system_utterance__hinton town',4.1,8.3532,0.0392
2850,b'4.1-ngram.next_system_utterance__cherry hinton town',4.1,8.3532,0.0392
2837,b'4.1-ngram.next_system_utterance__cherry hinton',4.1,8.3493,0.0393
2836,b'4.1-ngram.next_system_utterance__cherry',4.1,8.3493,0.0393
4158,b'4.1-ngram.next_system_utterance__hinton',4.1,8.3493,0.0393
5384,b'4.1-ngram.next_system_utterance__pembroke college',4.1,8.3455,0.0394
5383,b'4.1-ngram.next_system_utterance__pembroke',4.1,8.3455,0.0394
3285,b'4.1-ngram.next_system_utterance__ditton town',4.1,8.3244,0.0398
3701,b'4.1-ngram.next_system_utterance__fen ditton town',4.1,8.3244,0.0398
7223,b'4.1-ngram.next_user_utterance__food',4.1,8.3229,0.0398
1292,b'4.1-ngram.current_user_utterance__whats post code',4.1,8.3054,0.0401
1291,b'4.1-ngram.current_user_utterance__whats post',4.1,8.3054,0.0401
7219,b'4.1-ngram.next_user_utterance__fenditton area',4.1,8.3002,0.0402
7488,b'4.1-ngram.next_user_utterance__new',4.1,8.2967,0.0403
11667,b'7-syntactic_feature__root_word__next_user_utterance__cherri',7,8.2950,0.0403
8411,b'5-phrase_feature__noun_phrases__current_user_utterance__mexican_food',5,8.2950,0.0403
810,b'4.1-ngram.current_user_utterance__number unintelligible',4.1,8.2898,0.0404
858,b'4.1-ngram.current_user_utterance__phone number unintelligible',4.1,8.2898,0.0404
8427,b'5-phrase_feature__noun_phrases__current_user_utterance__moderate_price',5,8.2567,0.0410
2204,b'4.1-ngram.next_system_utterance__bakers internet',4.1,8.2456,0.0412
2205,b'4.1-ngram.next_system_utterance__bakers internet connection',4.1,8.2456,0.0412
5794,b'4.1-ngram.next_system_utterance__queens college',4.1,8.2410,0.0413
5793,b'4.1-ngram.next_system_utterance__queens',4.1,8.2410,0.0413
1845,b'4.1-ngram.next_system_utterance__addenbrooke barnwell',4.1,8.2121,0.0418
3434,b'4.1-ngram.next_system_utterance__example addenbrooke barnwell',4.1,8.2121,0.0418
137,b'4.1-ngram.current_user_utterance__breathing',4.1,8.2115,0.0418
3704,b'4.1-ngram.next_system_utterance__fitzwilliam museum',4.1,8.2006,0.0420
3703,b'4.1-ngram.next_system_utterance__fitzwilliam',4.1,8.2006,0.0420
2375,b'4.1-ngram.next_system_utterance__blue',4.1,8.1783,0.0425
7857,b'4.1-ngram.next_user_utterance__vegetarian restaurant',4.1,8.1666,0.0427
10709,b'6-entity_feature__entity__next_system_utterance__79_NUMBER',6,8.1369,0.0433
8547,b'5-phrase_feature__noun_phrases__current_user_utterance__postal_code',5,8.1369,0.0433
10947,b'6-entity_feature__entity__next_system_utterance__russell court_ORGANIZATION',6,8.1369,0.0433
2428,b'4.1-ngram.next_system_utterance__broughton house',4.1,8.1165,0.0437
2427,b'4.1-ngram.next_system_utterance__broughton',4.1,8.1165,0.0437
851,b'4.1-ngram.current_user_utterance__phone number address',4.1,8.1151,0.0437
793,b'4.1-ngram.current_user_utterance__number address',4.1,8.1151,0.0437
9615,b'5-phrase_feature__noun_phrases__next_system_utterance__serving_greek_food',5,8.1129,0.0437
12128,b'7-syntactic_feature__subj_word__next_user_utterance__restaur',7,8.1121,0.0438
1147,b'4.1-ngram.current_user_utterance__trumpington',4.1,8.0987,0.0440
2192,b'4.1-ngram.next_system_utterance__bakers 176',4.1,8.0895,0.0442
2193,b'4.1-ngram.next_system_utterance__bakers 176 east',4.1,8.0895,0.0442
2276,b'4.1-ngram.next_system_utterance__barnwell chesterton',4.1,8.0541,0.0449
6733,b'4.1-ngram.next_system_utterance__unit',4.1,8.0497,0.0450
485,b'4.1-ngram.current_user_utterance__information',4.1,8.0471,0.0450
7753,b'4.1-ngram.next_user_utterance__thai',4.1,8.0420,0.0452
11346,b'7-syntactic_feature__root_word__current_user_utterance__serv',7,8.0384,0.0452
3497,b'4.1-ngram.next_system_utterance__example central',4.1,8.0299,0.0454
4959,b'4.1-ngram.next_system_utterance__mind example central',4.1,8.0299,0.0454
6421,b'4.1-ngram.next_system_utterance__spice merchants',4.1,8.0287,0.0454
4848,b'4.1-ngram.next_system_utterance__merchants',4.1,8.0287,0.0454
8428,b'5-phrase_feature__noun_phrases__current_user_utterance__moderate_price_range',5,7.9886,0.0462
11999,b'7-syntactic_feature__subj_word__next_system_utterance__book',7,7.9868,0.0463
10834,b'6-entity_feature__entity__next_system_utterance__gonville and caius college_ORGANIZATION',6,7.9868,0.0463
4818,b'4.1-ngram.next_system_utterance__market',4.1,7.9840,0.0463
9296,b'5-phrase_feature__noun_phrases__next_system_utterance__internet_connection',5,7.9825,0.0464
9295,b'5-phrase_feature__noun_phrases__next_system_utterance__internet',5,7.9825,0.0464
9119,b'5-phrase_feature__noun_phrases__next_system_utterance__connection',5,7.9825,0.0464
11780,b'7-syntactic_feature__root_word__next_user_utterance__need',7,7.9726,0.0466
2924,b'4.1-ngram.next_system_utterance__chinese food',4.1,7.9519,0.0470
1982,b'4.1-ngram.next_system_utterance__anchor outstanding',4.1,7.9460,0.0471
1983,b'4.1-ngram.next_system_utterance__anchor outstanding pub',4.1,7.9460,0.0471
7343,b'4.1-ngram.next_user_utterance__kind',4.1,7.9437,0.0472
4216,b'4.1-ngram.next_system_utterance__holy trinity',4.1,7.9430,0.0472
4215,b'4.1-ngram.next_system_utterance__holy',4.1,7.9430,0.0472
4217,b'4.1-ngram.next_system_utterance__holy trinity church',4.1,7.9430,0.0472
6687,b'4.1-ngram.next_system_utterance__trinity church',4.1,7.9430,0.0472
8503,b'5-phrase_feature__noun_phrases__current_user_utterance__ok_whats',5,7.9282,0.0475
11590,b'7-syntactic_feature__root_word__next_system_utterance__park',7,7.9282,0.0475
1135,b'4.1-ngram.current_user_utterance__time does',4.1,7.9190,0.0477
2206,b'4.1-ngram.next_system_utterance__bakers located',4.1,7.9175,0.0477
2207,b'4.1-ngram.next_system_utterance__bakers located 176',4.1,7.9175,0.0477
11269,b'7-syntactic_feature__root_word__current_user_utterance__king',7,7.9064,0.0480
11689,b'7-syntactic_feature__root_word__next_user_utterance__doe',7,7.9064,0.0480
11169,b'7-syntactic_feature__root_word__current_user_utterance__barnwel',7,7.9064,0.0480
2462,b'4.1-ngram.next_system_utterance__burger king',4.1,7.8962,0.0482
3549,b'4.1-ngram.next_system_utterance__example english',4.1,7.8952,0.0482
4527,b'4.1-ngram.next_system_utterance__like example english',4.1,7.8952,0.0482
9944,b'5-phrase_feature__noun_phrases__next_user_utterance__clicking_sil',5,7.8803,0.0486
11853,b'7-syntactic_feature__root_word__next_user_utterance__tell',7,7.8803,0.0486
4961,b'4.1-ngram.next_system_utterance__mind example chesterton',4.1,7.8718,0.0487
3509,b'4.1-ngram.next_system_utterance__example chesterton',4.1,7.8718,0.0487
729,b'4.1-ngram.current_user_utterance__museum',4.1,7.8690,0.0488
11574,b'7-syntactic_feature__root_word__next_system_utterance__intern',7,7.8522,0.0492
9613,b'5-phrase_feature__noun_phrases__next_system_utterance__serving_fusion',5,7.8522,0.0492
9614,b'5-phrase_feature__noun_phrases__next_system_utterance__serving_fusion_food',5,7.8522,0.0492
10652,b'6-entity_feature__entity__next_system_utterance__196_NUMBER',6,7.8378,0.0495
9162,b'5-phrase_feature__noun_phrases__next_system_utterance__english',5,7.8304,0.0497
966,b'4.1-ngram.current_user_utterance__restaurant cherry hinton',4.1,7.8199,0.0499
965,b'4.1-ngram.current_user_utterance__restaurant cherry',4.1,7.8199,0.0499
7093,b'4.1-ngram.next_user_utterance__central',4.1,7.8191,0.0499
9599,b'5-phrase_feature__noun_phrases__next_system_utterance__seafood_venue',5,7.8111,0.0501
11130,b'7-syntactic_feature__obj_word__next_user_utterance__shop',7,7.8111,0.0501
9524,b'5-phrase_feature__noun_phrases__next_system_utterance__pricerange',5,7.8111,0.0501
9693,b'5-phrase_feature__noun_phrases__next_system_utterance__true_children',5,7.8111,0.0501
336,b'4.1-ngram.current_user_utterance__food',4.1,7.8075,0.0502
10935,b'6-entity_feature__entity__next_system_utterance__rainbow cafe_ORGANIZATION',6,7.8034,0.0503
3524,b'4.1-ngram.next_system_utterance__example clare',4.1,7.7981,0.0504
6806,b'4.1-ngram.next_system_utterance__venue example clare',4.1,7.7981,0.0504
2681,b'4.1-ngram.next_system_utterance__catharine',4.1,7.7980,0.0504
6134,b'4.1-ngram.next_system_utterance__saint catharine',4.1,7.7980,0.0504
2682,b'4.1-ngram.next_system_utterance__catharine college',4.1,7.7980,0.0504
6135,b'4.1-ngram.next_system_utterance__saint catharine college',4.1,7.7980,0.0504
4520,b'4.1-ngram.next_system_utterance__like example american',4.1,7.7822,0.0507
3444,b'4.1-ngram.next_system_utterance__example american',4.1,7.7822,0.0507
8865,b'5-phrase_feature__noun_phrases__next_system_utterance__2as',5,7.7717,0.0510
9031,b'5-phrase_feature__noun_phrases__next_system_utterance__cb2_1ab',5,7.7717,0.0510
11977,b'7-syntactic_feature__subj_word__next_system_utterance__196',7,7.7717,0.0510
12051,b'7-syntactic_feature__subj_word__next_system_utterance__road',7,7.7717,0.0510
12056,b'7-syntactic_feature__subj_word__next_system_utterance__sorrento',7,7.7717,0.0510
8853,b'5-phrase_feature__noun_phrases__next_system_utterance__1lh',5,7.7717,0.0510
9467,b'5-phrase_feature__noun_phrases__next_system_utterance__postcode_cb1_2as',5,7.7717,0.0510
10561,b'6-entity_feature__entity__next_system_utterance__01223315641_NUMBER',6,7.7717,0.0510
10950,b'6-entity_feature__entity__next_system_utterance__saint andrews street_LOCATION',6,7.7717,0.0510
9479,b'5-phrase_feature__noun_phrases__next_system_utterance__postcode_cb2_1ab',5,7.7717,0.0510
9462,b'5-phrase_feature__noun_phrases__next_system_utterance__postcode_cb1_1lh',5,7.7717,0.0510
8843,b'5-phrase_feature__noun_phrases__next_system_utterance__1ab',5,7.7717,0.0510
9014,b'5-phrase_feature__noun_phrases__next_system_utterance__cb1_1lh',5,7.7717,0.0510
10999,b'6-entity_feature__entity__next_system_utterance__vin_PERSON',6,7.7717,0.0510
9019,b'5-phrase_feature__noun_phrases__next_system_utterance__cb1_2as',5,7.7717,0.0510
10655,b'6-entity_feature__entity__next_system_utterance__20 pounds_MONEY',6,7.7717,0.0510
9206,b'5-phrase_feature__noun_phrases__next_system_utterance__fusion_food',5,7.7659,0.0511
6625,b'4.1-ngram.next_system_utterance__thai restaurant',4.1,7.7506,0.0515
3398,b'4.1-ngram.next_system_utterance__english thai restaurant',4.1,7.7506,0.0515
5340,b'4.1-ngram.next_system_utterance__park english',4.1,7.7506,0.0515
5341,b'4.1-ngram.next_system_utterance__park english thai',4.1,7.7506,0.0515
4944,b'4.1-ngram.next_system_utterance__milton park english',4.1,7.7506,0.0515
11036,b'7-syntactic_feature__obj_word__current_user_utterance__connect',7,7.7235,0.0521
12089,b'7-syntactic_feature__subj_word__next_user_utterance__baker',7,7.7199,0.0522
8613,b'5-phrase_feature__noun_phrases__current_user_utterance__restaurant_breathing',5,7.7199,0.0522
10015,b'5-phrase_feature__noun_phrases__next_user_utterance__entrance_fee',5,7.7199,0.0522
11914,b'7-syntactic_feature__subj_word__current_user_utterance__care',7,7.7199,0.0522
9193,b'5-phrase_feature__noun_phrases__next_system_utterance__food_venue',5,7.7199,0.0522
11081,b'7-syntactic_feature__obj_word__next_system_utterance__european',7,7.7199,0.0522
11954,b'7-syntactic_feature__subj_word__current_user_utterance__shop',7,7.7199,0.0522
8812,b'5-phrase_feature__noun_phrases__current_user_utterance__vegetarian_food',5,7.7199,0.0522
