id	name	chi2	pval
6745	6-entity_feature__entity__next_system_utterance__May_27_DATE	4.4845	0.2137
6746	5-phrase_feature__noun_phrases__next_system_utterance__vanilla_\_n10	4.4845	0.2137
6747	5-phrase_feature__noun_phrases__current_user_utterance__tape	4.4845	0.2137
6748	5-phrase_feature__noun_phrases__next_system_utterance__gauze_pads	4.4845	0.2137
6749	5-phrase_feature__noun_phrases__next_system_utterance__conditioner_\_n	4.4845	0.2137
6750	4.1-ngram.next_user_utterance__ct	4.4774	0.2143
6751	6-entity_feature__entity__next_user_utterance__9_NUMBER	4.4744	0.2146
6752	5-phrase_feature__noun_phrases__next_user_utterance__lettuce	4.4744	0.2146
6753	7-syntactic_feature__obj_word__next_system_utterance__group	4.4744	0.2146
6754	4.1-ngram.next_user_utterance__alerts	4.4725	0.2148
6755	4.1-ngram.next_user_utterance__coffe	4.4611	0.2158
6756	4.1-ngram.current_user_utterance__reminders	4.4598	0.2159
6757	4.1-ngram.next_user_utterance__dr appointment	4.4563	0.2162
6758	4.1-ngram.next_system_utterance__list reminders	4.4448	0.2173
6759	4.1-ngram.current_user_utterance__july	4.4416	0.2176
6760	4.1-ngram.next_user_utterance__remind tomorrow pm	4.4388	0.2178
6761	4.1-ngram.current_user_utterance__liam bring trumpet	4.4386	0.2178
6762	4.1-ngram.current_user_utterance__liam bring	4.4386	0.2178
6763	4.1-ngram.current_user_utterance__bring trumpet monday	4.4386	0.2178
6764	4.1-ngram.current_user_utterance__trumpet monday	4.4386	0.2178
6765	4.1-ngram.current_user_utterance__bring trumpet	4.4386	0.2178
6766	8.1-lda_feature.next_user_utterance__topic_4	4.4341	0.2182
6767	4.1-ngram.current_user_utterance__italy	4.4315	0.2185
6768	4.1-ngram.current_user_utterance__italy game	4.4315	0.2185
6769	4.1-ngram.current_user_utterance__brushes	4.4258	0.2190
6770	5-phrase_feature__noun_phrases__next_system_utterance__xtra	4.4232	0.2192
6771	5-phrase_feature__noun_phrases__next_system_utterance__garlic	4.4232	0.2192
6772	7-syntactic_feature__subj_word__next_system_utterance__bananas	4.4232	0.2192
6773	7-syntactic_feature__root_word__next_system_utterance__lotion	4.4232	0.2192
6774	5-phrase_feature__noun_phrases__next_system_utterance__xtra_cheddar_goldfish	4.4232	0.2192
6775	5-phrase_feature__noun_phrases__next_system_utterance__cheddar_goldfish	4.4232	0.2192
6776	5-phrase_feature__noun_phrases__next_system_utterance__gel	4.4232	0.2192
6777	5-phrase_feature__noun_phrases__next_system_utterance__pretzels	4.4232	0.2192
6778	5-phrase_feature__noun_phrases__next_system_utterance__strawberry	4.4232	0.2192
6779	5-phrase_feature__noun_phrases__next_system_utterance__xtra_cheddar	4.4232	0.2192
6780	4.1-ngram.current_user_utterance__daily	4.4104	0.2204
6781	4.1-ngram.current_user_utterance__march 30 15	4.4071	0.2207
6782	4.1-ngram.current_user_utterance__30 15	4.4071	0.2207
6783	4.1-ngram.current_user_utterance__whiting march	4.4071	0.2207
6784	4.1-ngram.current_user_utterance__appointment dr whiting	4.4071	0.2207
6785	4.1-ngram.current_user_utterance__30 15 pm	4.4071	0.2207
6786	4.1-ngram.current_user_utterance__march 30	4.4071	0.2207
6787	4.1-ngram.current_user_utterance__whiting march 30	4.4071	0.2207
6788	4.1-ngram.current_user_utterance__dr whiting march	4.4071	0.2207
6789	6-entity_feature__entity__current_user_utterance__every_SET	4.4034	0.2211
6790	4.1-ngram.next_system_utterance__nbut ve removed	4.3991	0.2215
6791	4.1-ngram.next_system_utterance__taxes saturday nyou	4.3990	0.2215
6792	4.1-ngram.current_user_utterance__events	4.3940	0.2219
6793	4.1-ngram.current_user_utterance__glasses	4.3928	0.2221
6794	4.1-ngram.next_system_utterance__sorry mary didn	4.3887	0.2224
6795	4.1-ngram.next_system_utterance__sorry mary	4.3887	0.2224
6796	4.1-ngram.next_system_utterance__mary didn	4.3887	0.2224
6797	4.1-ngram.next_system_utterance__mary didn nto	4.3887	0.2224
6798	4.1-ngram.next_system_utterance__current	4.3840	0.2229
6799	4.1-ngram.current_user_utterance__mims	4.3747	0.2237
6800	4.1-ngram.current_user_utterance__7am	4.3732	0.2239
6801	4.1-ngram.next_system_utterance__pm friday	4.3714	0.2241
6802	4.1-ngram.next_system_utterance__10 pm friday	4.3714	0.2241
6803	4.1-ngram.next_system_utterance__pm friday 10pm	4.3714	0.2241
6804	6-entity_feature__entity__next_system_utterance__Costco_ORGANIZATION	4.3668	0.2245
6805	5-phrase_feature__noun_phrases__next_system_utterance__oil_\_n5	4.3668	0.2245
6806	5-phrase_feature__noun_phrases__next_user_utterance__trash_bags	4.3668	0.2245
6807	6-entity_feature__entity__next_system_utterance__Shilpa_PERSON	4.3668	0.2245
6808	5-phrase_feature__noun_phrases__next_system_utterance__shilpa	4.3668	0.2245
6809	5-phrase_feature__noun_phrases__next_system_utterance__dale	4.3668	0.2245
6810	4.1-ngram.current_user_utterance__emergency melatonin	4.3662	0.2245
6811	4.1-ngram.current_user_utterance__melatonin	4.3662	0.2245
6812	4.1-ngram.current_user_utterance__melatonin shopping list	4.3662	0.2245
6813	4.1-ngram.current_user_utterance__add emergency melatonin	4.3662	0.2245
6814	4.1-ngram.current_user_utterance__emergency melatonin shopping	4.3662	0.2245
6815	4.1-ngram.current_user_utterance__melatonin shopping	4.3662	0.2245
6816	4.1-ngram.next_user_utterance__7pm	4.3659	0.2246
6817	5-phrase_feature__noun_phrases__current_user_utterance__wednesday	4.3607	0.2251
6818	6-entity_feature__entity__next_system_utterance__Mar_9_DATE	4.3605	0.2251
6819	4.1-ngram.current_user_utterance__talk	4.3591	0.2252
6820	4.1-ngram.next_system_utterance__update	4.3515	0.2259
6821	6-entity_feature__entity__next_system_utterance__daily_SET	4.3511	0.2260
6822	4.1-ngram.next_system_utterance__fluorescent	4.3503	0.2260
6823	5-phrase_feature__noun_phrases__next_system_utterance__glasses	4.3469	0.2264
6824	6-entity_feature__entity__next_system_utterance__5_NUMBER	4.3442	0.2266
6825	4.1-ngram.current_user_utterance__spray list	4.3441	0.2266
6826	4.1-ngram.current_user_utterance__setting spray list	4.3441	0.2266
6827	5-phrase_feature__noun_phrases__next_system_utterance__frozen_corn	4.3419	0.2268
6828	5-phrase_feature__noun_phrases__next_system_utterance__more_commands_type	4.3402	0.2270
6829	5-phrase_feature__noun_phrases__next_system_utterance__more_commands	4.3402	0.2270
6830	5-phrase_feature__noun_phrases__next_system_utterance__commands_type	4.3402	0.2270
6831	6-entity_feature__entity__next_system_utterance__Mar_25_DATE	4.3391	0.2271
6832	4.1-ngram.next_user_utterance__oct	4.3328	0.2277
6833	6-entity_feature__entity__current_user_utterance__Matt_PERSON	4.3310	0.2279
6834	6-entity_feature__entity__next_system_utterance__Bill_PERSON	4.3310	0.2279
6835	5-phrase_feature__noun_phrases__current_user_utterance__matt	4.3310	0.2279
6836	7-syntactic_feature__root_word__next_user_utterance__Turn	4.3307	0.2279
6837	4.1-ngram.current_user_utterance__9pm 26th	4.3292	0.2280
6838	4.1-ngram.next_user_utterance__9pm	4.3270	0.2283
6839	4.1-ngram.current_user_utterance__claudia	4.3235	0.2286
6840	5-phrase_feature__noun_phrases__next_user_utterance__june	4.3138	0.2295
6841	6-entity_feature__entity__next_system_utterance__Jun_14_DATE	4.3127	0.2296
6842	5-phrase_feature__noun_phrases__current_user_utterance__ok	4.3127	0.2296
6843	5-phrase_feature__noun_phrases__next_system_utterance__dads	4.3127	0.2296
6844	5-phrase_feature__noun_phrases__current_user_utterance__bell_peppers	4.3127	0.2296
6845	5-phrase_feature__noun_phrases__next_system_utterance__cream_\_n5	4.3127	0.2296
6846	5-phrase_feature__noun_phrases__next_user_utterance__plates	4.3127	0.2296
6847	5-phrase_feature__noun_phrases__next_system_utterance__seats	4.3127	0.2296
6848	7-syntactic_feature__root_word__next_system_utterance__tajin	4.3127	0.2296
6849	6-entity_feature__entity__next_system_utterance__May_31_DATE	4.3127	0.2296
6850	5-phrase_feature__noun_phrases__next_system_utterance__something	4.3127	0.2296
6851	5-phrase_feature__noun_phrases__next_user_utterance__kunle	4.3127	0.2296
6852	5-phrase_feature__noun_phrases__next_system_utterance__stool	4.3127	0.2296
6853	4.1-ngram.current_user_utterance__hi	4.2975	0.2311
6854	4.1-ngram.current_user_utterance__remind tomorrow	4.2969	0.2311
6855	2.1-user_action_words.current_user_utterance__member	4.2961	0.2312
6856	4.1-ngram.next_user_utterance__week october	4.2938	0.2314
6857	5-phrase_feature__noun_phrases__current_user_utterance__members	4.2883	0.2320
6858	7-syntactic_feature__subj_word__next_system_utterance__peas	4.2792	0.2329
6859	7-syntactic_feature__root_word__next_system_utterance__Ketchup	4.2758	0.2332
6860	7-syntactic_feature__root_word__next_user_utterance__Clear	4.2758	0.2332
6861	5-phrase_feature__noun_phrases__next_system_utterance__floor	4.2758	0.2332
6862	5-phrase_feature__noun_phrases__next_system_utterance__bab	4.2758	0.2332
6863	5-phrase_feature__noun_phrases__next_system_utterance__avocados_\	4.2758	0.2332
6864	5-phrase_feature__noun_phrases__next_system_utterance__bx	4.2758	0.2332
6865	6-entity_feature__entity__next_system_utterance__Mark_PERSON	4.2758	0.2332
6866	7-syntactic_feature__root_word__next_system_utterance__bx	4.2758	0.2332
6867	7-syntactic_feature__root_word__next_system_utterance__bab	4.2758	0.2332
6868	4.1-ngram.next_user_utterance__head	4.2708	0.2337
6869	5-phrase_feature__noun_phrases__next_system_utterance__vinegar	4.2677	0.2340
6870	5-phrase_feature__noun_phrases__next_system_utterance__cheese_\	4.2677	0.2340
6871	7-syntactic_feature__subj_word__next_system_utterance__Potatoes	4.2677	0.2340
6872	4.1-ngram.current_user_utterance__30th	4.2647	0.2343
6873	4.1-ngram.next_system_utterance__tomorrow type help	4.2640	0.2343
6874	4.1-ngram.next_system_utterance__tomorrow type	4.2640	0.2343
6875	4.1-ngram.next_system_utterance__reminders tomorrow type	4.2640	0.2343
6876	5-phrase_feature__noun_phrases__next_system_utterance__captain	4.2623	0.2345
6877	5-phrase_feature__noun_phrases__next_system_utterance__english_muffins	4.2608	0.2346
6878	7-syntactic_feature__root_word__next_system_utterance__floss	4.2589	0.2348
6879	4.1-ngram.current_user_utterance__remind today	4.2568	0.2350
6880	5-phrase_feature__noun_phrases__next_system_utterance__n31	4.2464	0.2361
6881	5-phrase_feature__noun_phrases__next_system_utterance__library	4.2464	0.2361
6882	4.1-ngram.next_user_utterance__item fix flat	4.2458	0.2361
6883	4.1-ngram.next_user_utterance__fix flat	4.2458	0.2361
6884	4.1-ngram.next_user_utterance__add item fix	4.2458	0.2361
6885	4.1-ngram.next_user_utterance__flat	4.2458	0.2361
6886	4.1-ngram.next_user_utterance__item fix	4.2458	0.2361
6887	5-phrase_feature__noun_phrases__next_system_utterance__money	4.2387	0.2368
6888	5-phrase_feature__noun_phrases__next_system_utterance__weekly_notification	4.2387	0.2368
6889	5-phrase_feature__noun_phrases__next_system_utterance__wallaby	4.2387	0.2368
6890	5-phrase_feature__noun_phrases__next_system_utterance__ginseng	4.2387	0.2368
6891	5-phrase_feature__noun_phrases__next_system_utterance__white_vinegar_\	4.2387	0.2368
6892	5-phrase_feature__noun_phrases__next_system_utterance__sourdough	4.2387	0.2368
6893	5-phrase_feature__noun_phrases__next_system_utterance__stamps	4.2387	0.2368
6894	7-syntactic_feature__root_word__next_system_utterance__Gatorade	4.2387	0.2368
6895	5-phrase_feature__noun_phrases__next_system_utterance__white_vinegar	4.2387	0.2368
6896	5-phrase_feature__noun_phrases__next_system_utterance__aisle	4.2387	0.2368
6897	5-phrase_feature__noun_phrases__next_system_utterance__dip	4.2387	0.2368
6898	7-syntactic_feature__subj_word__next_system_utterance__Lemon	4.2387	0.2368
6899	5-phrase_feature__noun_phrases__next_system_utterance__pumpkin	4.2387	0.2368
6900	5-phrase_feature__noun_phrases__next_system_utterance__foods	4.2387	0.2368
6901	6-entity_feature__entity__next_system_utterance__Mar_14_DATE	4.2387	0.2368
6902	6-entity_feature__entity__next_system_utterance__May_20_DATE	4.2387	0.2368
6903	5-phrase_feature__noun_phrases__next_system_utterance__quaker_quinoa_yogurt	4.2387	0.2368
6904	5-phrase_feature__noun_phrases__next_system_utterance__yogurt_fruit_nut	4.2387	0.2368
6905	5-phrase_feature__noun_phrases__next_system_utterance__yogurt_fruit	4.2387	0.2368
6906	5-phrase_feature__noun_phrases__next_system_utterance__cherry_tomatoes	4.2387	0.2368
6907	5-phrase_feature__noun_phrases__next_system_utterance__clorox	4.2387	0.2368
6908	5-phrase_feature__noun_phrases__next_system_utterance__southern	4.2387	0.2368
6909	5-phrase_feature__noun_phrases__next_system_utterance__battery_pumpkin	4.2387	0.2368
6910	5-phrase_feature__noun_phrases__next_system_utterance__ziplock_bags	4.2387	0.2368
6911	5-phrase_feature__noun_phrases__next_system_utterance__sourdough_bread_\	4.2387	0.2368
6912	7-syntactic_feature__obj_word__next_system_utterance__notifications	4.2387	0.2368
6913	5-phrase_feature__noun_phrases__next_system_utterance__sourdough_bread	4.2387	0.2368
6914	5-phrase_feature__noun_phrases__current_user_utterance__coconut	4.2387	0.2368
6915	5-phrase_feature__noun_phrases__next_system_utterance__quaker_quinoa	4.2387	0.2368
6916	5-phrase_feature__noun_phrases__next_system_utterance__small_cucumbers	4.2387	0.2368
6917	5-phrase_feature__noun_phrases__next_system_utterance__vacuum	4.2387	0.2368
6918	7-syntactic_feature__subj_word__next_system_utterance__thighs	4.2387	0.2368
6919	7-syntactic_feature__root_word__next_system_utterance__Quinoa	4.2387	0.2368
6920	5-phrase_feature__noun_phrases__next_system_utterance__tamales	4.2387	0.2368
6921	5-phrase_feature__noun_phrases__next_system_utterance__turkey_burger	4.2387	0.2368
6922	5-phrase_feature__noun_phrases__next_system_utterance__deli_turkey	4.2387	0.2368
6923	7-syntactic_feature__subj_word__next_system_utterance__TAMALES	4.2387	0.2368
6924	5-phrase_feature__noun_phrases__next_system_utterance__chips_\_n4	4.2387	0.2368
6925	5-phrase_feature__noun_phrases__next_system_utterance__gallon_freezer_bags	4.2387	0.2368
6926	6-entity_feature__entity__next_system_utterance__Southern_MISC	4.2387	0.2368
6927	5-phrase_feature__noun_phrases__next_system_utterance__nut_granola_bar	4.2387	0.2368
6928	5-phrase_feature__noun_phrases__next_system_utterance__nut_granola	4.2387	0.2368
6929	5-phrase_feature__noun_phrases__next_system_utterance__nut_butters	4.2387	0.2368
6930	7-syntactic_feature__subj_word__next_system_utterance__nWhen	4.2387	0.2368
6931	5-phrase_feature__noun_phrases__next_system_utterance__gallon_freezer	4.2387	0.2368
6932	5-phrase_feature__noun_phrases__next_system_utterance__snack_aisle	4.2387	0.2368
6933	7-syntactic_feature__root_word__next_system_utterance__ginseng	4.2387	0.2368
6934	7-syntactic_feature__root_word__next_system_utterance__gopi	4.2387	0.2368
6935	5-phrase_feature__noun_phrases__next_system_utterance__chicken_thighs	4.2387	0.2368
6936	7-syntactic_feature__obj_word__next_system_utterance__n22	4.2387	0.2368
6937	5-phrase_feature__noun_phrases__next_system_utterance__fruit_nut_granola	4.2387	0.2368
6938	5-phrase_feature__noun_phrases__next_system_utterance__notified	4.2387	0.2368
6939	7-syntactic_feature__root_word__next_system_utterance__bags	4.2387	0.2368
6940	7-syntactic_feature__root_word__next_system_utterance__Seaweed	4.2387	0.2368
6941	7-syntactic_feature__root_word__next_system_utterance__Paneer	4.2387	0.2368
6942	5-phrase_feature__noun_phrases__next_system_utterance__fruit_nut	4.2387	0.2368
6943	5-phrase_feature__noun_phrases__next_system_utterance__quinoa_yogurt_fruit	4.2387	0.2368
6944	7-syntactic_feature__root_word__next_system_utterance__Tp	4.2387	0.2368
6945	7-syntactic_feature__root_word__next_system_utterance__receive	4.2387	0.2368
6946	5-phrase_feature__noun_phrases__next_system_utterance__gatorade	4.2387	0.2368
6947	5-phrase_feature__noun_phrases__next_system_utterance__quinoa_yogurt	4.2387	0.2368
6948	7-syntactic_feature__root_word__next_system_utterance__ready	4.2387	0.2368
6949	7-syntactic_feature__root_word__next_system_utterance__Sourdough	4.2387	0.2368
6950	5-phrase_feature__noun_phrases__next_system_utterance__fruit_snacks	4.2387	0.2368
6951	7-syntactic_feature__root_word__next_system_utterance__Fruit	4.2387	0.2368
6952	7-syntactic_feature__obj_word__current_user_utterance__potatoes	4.2387	0.2368
6953	7-syntactic_feature__root_word__next_system_utterance__pumpkin	4.2387	0.2368
6954	7-syntactic_feature__subj_word__next_system_utterance__rounds	4.2387	0.2368
6955	7-syntactic_feature__root_word__next_system_utterance__modified	4.2363	0.2370
6956	7-syntactic_feature__obj_word__current_user_utterance__you	4.2363	0.2370
6957	5-phrase_feature__noun_phrases__next_user_utterance__blood	4.2363	0.2370
6958	4.1-ngram.current_user_utterance__remove	4.2304	0.2376
6959	4.1-ngram.current_user_utterance__friday june	4.2245	0.2382
6960	5-phrase_feature__noun_phrases__next_system_utterance__killer	4.2213	0.2385
6961	5-phrase_feature__noun_phrases__next_system_utterance__body	4.2213	0.2385
6962	4.1-ngram.current_user_utterance__sign	4.2176	0.2389
6963	4.1-ngram.next_system_utterance__rent	4.2154	0.2391
6964	4.1-ngram.next_system_utterance__pay rent	4.2154	0.2391
6965	4.1-ngram.next_system_utterance__sorry tina	4.2130	0.2394
6966	4.1-ngram.next_system_utterance__dad added	4.2023	0.2404
6967	5-phrase_feature__noun_phrases__next_system_utterance__creamer	4.1979	0.2409
6968	4.1-ngram.next_user_utterance__okay	4.1972	0.2409
6969	4.1-ngram.next_user_utterance__clear	4.1952	0.2411
6970	4.1-ngram.next_user_utterance__drano	4.1944	0.2412
6971	4.1-ngram.current_user_utterance__wednesday night	4.1934	0.2413
6972	4.1-ngram.next_system_utterance__ok list n1	4.1862	0.2420
6973	4.1-ngram.next_system_utterance__ok list	4.1862	0.2420
6974	8.1-lda_feature.next_user_utterance__topic_22	4.1851	0.2422
6975	4.1-ngram.next_system_utterance__didn list	4.1781	0.2429
6976	4.1-ngram.next_system_utterance__later	4.1778	0.2429
6977	7-syntactic_feature__root_word__next_system_utterance__pizza	4.1758	0.2431
6978	7-syntactic_feature__subj_word__current_user_utterance__Title	4.1744	0.2432
6979	4.1-ngram.current_user_utterance__sonya	4.1701	0.2437
6980	4.1-ngram.next_user_utterance__dry	4.1695	0.2437
6981	4.1-ngram.current_user_utterance__loved	4.1686	0.2438
6982	5-phrase_feature__noun_phrases__next_user_utterance__appointment	4.1546	0.2453
6983	4.1-ngram.next_user_utterance__update reminder	4.1509	0.2456
6984	4.1-ngram.next_user_utterance__mar	4.1473	0.2460
6985	4.1-ngram.next_user_utterance__siren	4.1418	0.2466
6986	4.1-ngram.next_user_utterance__30am	4.1415	0.2466
6987	4.1-ngram.next_user_utterance__add items milk	4.1413	0.2466
6988	5-phrase_feature__noun_phrases__next_system_utterance__coconut_oil_hair	4.1287	0.2479
6989	5-phrase_feature__noun_phrases__next_system_utterance__butter_\_n9	4.1287	0.2479
6990	5-phrase_feature__noun_phrases__next_system_utterance__oil_hair	4.1287	0.2479
6991	4.1-ngram.next_user_utterance__reminder sunday	4.1281	0.2480
6992	4.1-ngram.next_user_utterance__start new	4.1245	0.2483
6993	4.1-ngram.current_user_utterance__notify	4.1208	0.2487
6994	7-syntactic_feature__subj_word__next_system_utterance__chips	4.1205	0.2487
6995	6-entity_feature__entity__next_system_utterance__John_PERSON	4.1205	0.2487
6996	4.1-ngram.next_user_utterance__fix	4.1203	0.2488
6997	4.1-ngram.current_user_utterance__kids marsh camp	4.1139	0.2494
6998	4.1-ngram.current_user_utterance__marsh	4.1139	0.2494
6999	4.1-ngram.current_user_utterance__marsh camp	4.1139	0.2494
7000	4.1-ngram.current_user_utterance__kids marsh	4.1139	0.2494
7001	4.1-ngram.current_user_utterance__camp	4.1139	0.2494
7002	4.1-ngram.current_user_utterance__remind 2pm	4.1119	0.2496
7003	6-entity_feature__entity__current_user_utterance__Wednesday_DATE	4.1079	0.2500
7004	6-entity_feature__entity__current_user_utterance__12_NUMBER	4.1079	0.2500
7005	5-phrase_feature__noun_phrases__next_system_utterance__avocados	4.1068	0.2502
7006	5-phrase_feature__noun_phrases__next_system_utterance__big_\	4.1062	0.2502
7007	7-syntactic_feature__obj_word__next_system_utterance__n28	4.1062	0.2502
7008	5-phrase_feature__noun_phrases__next_system_utterance__tortilla	4.1062	0.2502
7009	4.1-ngram.next_user_utterance__monday	4.1003	0.2508
7010	5-phrase_feature__noun_phrases__next_system_utterance__tony	4.0976	0.2511
7011	8.1-lda_feature.next_system_utterance__topic_13	4.0976	0.2511
7012	5-phrase_feature__noun_phrases__next_system_utterance__jan	4.0956	0.2513
7013	4.1-ngram.current_user_utterance__biotene	4.0901	0.2519
7014	5-phrase_feature__noun_phrases__next_system_utterance__scot	4.0852	0.2524
7015	5-phrase_feature__noun_phrases__next_system_utterance__crackers	4.0731	0.2537
7016	4.1-ngram.next_system_utterance__year nyou discard	4.0714	0.2539
7017	4.1-ngram.next_system_utterance__year nyou	4.0714	0.2539
7018	4.1-ngram.current_user_utterance__card	4.0694	0.2541
7019	4.1-ngram.next_user_utterance__est	4.0676	0.2543
7020	5-phrase_feature__noun_phrases__next_system_utterance__family_group	4.0663	0.2544
7021	4.1-ngram.next_user_utterance__add rice	4.0589	0.2552
7022	4.1-ngram.current_user_utterance__message	4.0549	0.2556
7023	4.1-ngram.next_system_utterance__n10	4.0537	0.2557
7024	5-phrase_feature__noun_phrases__current_user_utterance__title	4.0515	0.2560
7025	4.1-ngram.next_user_utterance__tomorrow 2pm	4.0503	0.2561
7026	4.1-ngram.next_system_utterance__31 10	4.0477	0.2564
7027	4.1-ngram.next_system_utterance__wed 31 10	4.0477	0.2564
7028	4.1-ngram.current_user_utterance__add chips	4.0339	0.2578
7029	5-phrase_feature__noun_phrases__next_system_utterance__chip	4.0320	0.2580
7030	5-phrase_feature__noun_phrases__next_system_utterance__cakes	4.0320	0.2580
7031	5-phrase_feature__noun_phrases__next_system_utterance__ouanza	4.0320	0.2580
7032	7-syntactic_feature__subj_word__next_system_utterance__Gloves	4.0320	0.2580
7033	5-phrase_feature__noun_phrases__next_system_utterance__butter_\_n4	4.0320	0.2580
7034	5-phrase_feature__noun_phrases__next_system_utterance__lunch_meat	4.0320	0.2580
7035	5-phrase_feature__noun_phrases__next_system_utterance__removed_milk	4.0320	0.2580
7036	7-syntactic_feature__obj_word__next_system_utterance__bread	4.0320	0.2580
7037	5-phrase_feature__noun_phrases__next_system_utterance__jug_water	4.0320	0.2580
7038	5-phrase_feature__noun_phrases__next_system_utterance__freezer_bags	4.0320	0.2580
7039	5-phrase_feature__noun_phrases__next_system_utterance__gloves	4.0320	0.2580
7040	6-entity_feature__entity__next_system_utterance__Mar_17_DATE	4.0320	0.2580
7041	5-phrase_feature__noun_phrases__next_system_utterance__freezer	4.0320	0.2580
7042	5-phrase_feature__noun_phrases__next_system_utterance__pebbles	4.0320	0.2580
7043	5-phrase_feature__noun_phrases__next_system_utterance__jug	4.0320	0.2580
7044	7-syntactic_feature__obj_word__next_system_utterance__<number>	4.0320	0.2580
7045	5-phrase_feature__noun_phrases__next_system_utterance__cocoa_pebbles	4.0320	0.2580
7046	5-phrase_feature__noun_phrases__next_system_utterance__start	4.0320	0.2580
7047	7-syntactic_feature__subj_word__next_system_utterance__cakes	4.0320	0.2580
7048	7-syntactic_feature__obj_word__next_user_utterance__4	4.0320	0.2580
7049	5-phrase_feature__noun_phrases__next_system_utterance__bonies	4.0320	0.2580
7050	7-syntactic_feature__root_word__next_system_utterance__Celery	4.0320	0.2580
7051	5-phrase_feature__noun_phrases__next_system_utterance__cocoa	4.0320	0.2580
7052	4.1-ngram.next_user_utterance__00pm	4.0265	0.2586
7053	5-phrase_feature__noun_phrases__next_system_utterance__pizza	4.0228	0.2590
7054	5-phrase_feature__noun_phrases__next_system_utterance__lettuce_\	4.0202	0.2593
7055	7-syntactic_feature__root_word__next_system_utterance__conditioner	4.0199	0.2593
7056	6-entity_feature__entity__next_system_utterance__Scot_PERSON	4.0199	0.2593
7057	4.1-ngram.next_system_utterance__practice friday	4.0166	0.2597
7058	4.1-ngram.next_system_utterance__reminder date	4.0166	0.2597
7059	4.1-ngram.next_system_utterance__soccer practice friday	4.0166	0.2597
7060	4.1-ngram.next_system_utterance__reminder soccer	4.0166	0.2597
7061	4.1-ngram.next_system_utterance__reminder family	4.0166	0.2597
7062	4.1-ngram.next_system_utterance__date remove	4.0166	0.2597
7063	4.1-ngram.next_system_utterance__family schedule ntry	4.0166	0.2597
7064	4.1-ngram.next_system_utterance__schedule ntry reminder	4.0166	0.2597
7065	4.1-ngram.next_system_utterance__date remove reminder	4.0166	0.2597
7066	4.1-ngram.next_system_utterance__reminder family schedule	4.0166	0.2597
7067	4.1-ngram.next_system_utterance__reminder soccer practice	4.0166	0.2597
7068	4.1-ngram.next_system_utterance__schedule ntry	4.0166	0.2597
7069	4.1-ngram.next_system_utterance__reminder date remove	4.0166	0.2597
7070	4.1-ngram.next_system_utterance__matching reminder family	4.0166	0.2597
7071	4.1-ngram.next_system_utterance__ntry reminder	4.0166	0.2597
7072	4.1-ngram.next_system_utterance__ntry reminder date	4.0166	0.2597
7073	4.1-ngram.next_system_utterance__remove reminder soccer	4.0166	0.2597
7074	5-phrase_feature__noun_phrases__next_system_utterance__frozen_fruit	4.0157	0.2598
7075	4.1-ngram.current_user_utterance__check march 16	4.0114	0.2602
7076	4.1-ngram.current_user_utterance__check march	4.0114	0.2602
7077	4.1-ngram.next_system_utterance__evan	4.0106	0.2603
7078	4.1-ngram.next_system_utterance__tue mar	4.0070	0.2607
7079	5-phrase_feature__noun_phrases__next_system_utterance__oct	4.0057	0.2608
7080	4.1-ngram.next_system_utterance__remind 30	4.0055	0.2609
7081	4.1-ngram.next_system_utterance__asked remind 30	4.0055	0.2609
7082	5-phrase_feature__noun_phrases__next_system_utterance__trash_bags	4.0054	0.2609
7083	5-phrase_feature__noun_phrases__next_system_utterance__broccoli_\	4.0054	0.2609
7084	5-phrase_feature__noun_phrases__next_system_utterance__banana	4.0054	0.2609
7085	5-phrase_feature__noun_phrases__next_user_utterance__chicken	4.0054	0.2609
7086	5-phrase_feature__noun_phrases__next_system_utterance__mint	4.0054	0.2609
7087	6-entity_feature__entity__next_system_utterance__at_1_PM_TIME	4.0054	0.2609
7088	5-phrase_feature__noun_phrases__current_user_utterance__today	4.0021	0.2612
7089	4.1-ngram.next_user_utterance__bottles	4.0015	0.2613
7090	7-syntactic_feature__subj_word__next_system_utterance__Beans	3.9986	0.2616
7091	4.1-ngram.current_user_utterance__add toilet paper	3.9963	0.2619
7092	7-syntactic_feature__root_word__next_system_utterance__corn	3.9926	0.2623
7093	4.1-ngram.next_user_utterance__kids schedule	3.9863	0.2629
7094	5-phrase_feature__noun_phrases__next_system_utterance__half	3.9830	0.2633
7095	5-phrase_feature__noun_phrases__current_user_utterance__show_members	3.9830	0.2633
7096	7-syntactic_feature__root_word__next_system_utterance__Pay	3.9784	0.2638
7097	8.1-lda_feature.next_user_utterance__topic_17	3.9767	0.2640
7098	4.1-ngram.next_system_utterance__nwhat	3.9682	0.2649
7099	4.1-ngram.next_system_utterance__brunch remind sam	3.9660	0.2652
7100	4.1-ngram.next_system_utterance__remind sam	3.9660	0.2652
7101	4.1-ngram.next_system_utterance__try saturday	3.9660	0.2652
7102	4.1-ngram.next_system_utterance__reminder try saturday	3.9660	0.2652
7103	4.1-ngram.next_system_utterance__brunch remind	3.9660	0.2652
7104	4.1-ngram.next_system_utterance__brunch	3.9660	0.2652
7105	4.1-ngram.next_system_utterance__mon	3.9646	0.2653
7106	4.1-ngram.next_system_utterance__list nbut ve	3.9635	0.2654
7107	4.1-ngram.next_system_utterance__nbut ve	3.9635	0.2654
