id,prefix,name,chi2,pval
7782,b'7-syntactic_feature__root_word__current_user_utterance__catalan',7,7.1123,0.0684
6016,b'5-phrase_feature__noun_phrases__next_system_utterance__brazilian_restaurant',5,7.1003,0.0688
4044,b'4.1-ngram.next_system_utterance__south town serving',4.1,7.0929,0.0690
363,b'4.1-ngram.current_user_utterance__looking european',4.1,7.0744,0.0696
283,b'4.1-ngram.current_user_utterance__im looking european',4.1,7.0744,0.0696
1960,b'4.1-ngram.next_system_utterance__crossover',4.1,7.0692,0.0697
7300,b'5-phrase_feature__noun_phrases__next_user_utterance__romanian_food',5,7.0558,0.0701
5833,b'5-phrase_feature__noun_phrases__current_user_utterance__steak',5,7.0491,0.0703
5464,b'5-phrase_feature__noun_phrases__current_user_utterance__fusion_food',5,7.0491,0.0703
3690,b'4.1-ngram.next_system_utterance__serves vietnamese',4.1,7.0448,0.0705
1570,b'4.1-ngram.next_system_utterance__binh serves vietnamese',4.1,7.0448,0.0705
1569,b'4.1-ngram.next_system_utterance__binh serves',4.1,7.0448,0.0705
3691,b'4.1-ngram.next_system_utterance__serves vietnamese food',4.1,7.0448,0.0705
4373,b'4.1-ngram.next_system_utterance__thanh binh serves',4.1,7.0448,0.0705
3366,b'4.1-ngram.next_system_utterance__regent street city',4.1,7.0374,0.0707
5112,b'4.1-ngram.next_user_utterance__steak',4.1,7.0212,0.0712
4950,b'4.1-ngram.next_user_utterance__okay',4.1,7.0177,0.0713
116,b'4.1-ngram.current_user_utterance__catalan',4.1,7.0157,0.0714
3022,b'4.1-ngram.next_system_utterance__number ugly duckling',4.1,7.0149,0.0714
3152,b'4.1-ngram.next_system_utterance__phone number ugly',4.1,7.0149,0.0714
4459,b'4.1-ngram.next_system_utterance__ugly duckling dontcare',4.1,7.0149,0.0714
2025,b'4.1-ngram.next_system_utterance__dontcare',4.1,7.0149,0.0714
2034,b'4.1-ngram.next_system_utterance__duckling dontcare',4.1,7.0149,0.0714
3021,b'4.1-ngram.next_system_utterance__number ugly',4.1,7.0149,0.0714
6290,b'5-phrase_feature__noun_phrases__next_system_utterance__hotpot',5,7.0141,0.0714
8500,b'7-syntactic_feature__subj_word__next_system_utterance__rajmah',7,7.0125,0.0715
428,b'4.1-ngram.current_user_utterance__need',4.1,7.0120,0.0715
4482,b'4.1-ngram.next_system_utterance__victoria',4.1,7.0079,0.0716
4681,b'4.1-ngram.next_user_utterance__cantonese food',4.1,6.9861,0.0723
5134,b'4.1-ngram.next_user_utterance__thanks good',4.1,6.9807,0.0725
5135,b'4.1-ngram.next_user_utterance__thanks good bye',4.1,6.9807,0.0725
802,b'4.1-ngram.current_user_utterance__thailand',4.1,6.9750,0.0727
6793,b'5-phrase_feature__noun_phrases__next_system_utterance__tasty_korean_food',5,6.9614,0.0731
383,b'4.1-ngram.current_user_utterance__looking restaurant center',4.1,6.9522,0.0734
2049,b'4.1-ngram.next_system_utterance__efes restaurant',4.1,6.9468,0.0736
2048,b'4.1-ngram.next_system_utterance__efes',4.1,6.9468,0.0736
1140,b'4.1-ngram.next_system_utterance__20 milton',4.1,6.9434,0.0737
1141,b'4.1-ngram.next_system_utterance__20 milton road',4.1,6.9434,0.0737
6411,b'5-phrase_feature__noun_phrases__next_system_utterance__meze_bar_restaurant',5,6.9428,0.0737
6410,b'5-phrase_feature__noun_phrases__next_system_utterance__meze_bar',5,6.9428,0.0737
5992,b'5-phrase_feature__noun_phrases__next_system_utterance__bar_restaurant',5,6.9428,0.0737
3830,b'4.1-ngram.next_system_utterance__serving tasty indian',4.1,6.9427,0.0737
4345,b'4.1-ngram.next_system_utterance__tasty indian food',4.1,6.9427,0.0737
4344,b'4.1-ngram.next_system_utterance__tasty indian',4.1,6.9427,0.0737
6599,b'5-phrase_feature__noun_phrases__next_system_utterance__riverside_brasserie',5,6.9418,0.0738
5569,b'5-phrase_feature__noun_phrases__current_user_utterance__mexican_food',5,6.9418,0.0738
6598,b'5-phrase_feature__noun_phrases__next_system_utterance__riverside',5,6.9418,0.0738
5126,b'4.1-ngram.next_user_utterance__thailand',4.1,6.9347,0.0740
8086,b'7-syntactic_feature__root_word__next_system_utterance__7',7,6.9330,0.0741
4744,b'4.1-ngram.next_user_utterance__english food',4.1,6.9321,0.0741
4686,b'4.1-ngram.next_user_utterance__caribbean food',4.1,6.9321,0.0741
7398,b'5-phrase_feature__noun_phrases__next_user_utterance__venue',5,6.9254,0.0743
6042,b'5-phrase_feature__noun_phrases__next_system_utterance__cantonese_food',5,6.9182,0.0746
6657,b'5-phrase_feature__noun_phrases__next_system_utterance__serving_cantonese_food',5,6.9182,0.0746
4654,b'4.1-ngram.next_user_utterance__austrian',4.1,6.9165,0.0746
4932,b'4.1-ngram.next_user_utterance__north american food',4.1,6.9105,0.0748
4639,b'4.1-ngram.next_user_utterance__american food',4.1,6.9105,0.0748
807,b'4.1-ngram.current_user_utterance__theres',4.1,6.8975,0.0752
3930,b'4.1-ngram.next_system_utterance__sorry caribbean',4.1,6.8728,0.0761
3931,b'4.1-ngram.next_system_utterance__sorry caribbean restaurant',4.1,6.8728,0.0761
1692,b'4.1-ngram.next_system_utterance__caribbean restaurant',4.1,6.8728,0.0761
2057,b'4.1-ngram.next_system_utterance__english food',4.1,6.8503,0.0768
6088,b'5-phrase_feature__noun_phrases__next_system_utterance__christmas_food',5,6.8478,0.0769
7341,b'5-phrase_feature__noun_phrases__next_user_utterance__south',5,6.8478,0.0769
427,b'4.1-ngram.current_user_utterance__moroccan food',4.1,6.8374,0.0773
5277,b'5-phrase_feature__noun_phrases__current_user_utterance__barbecue_food',5,6.8200,0.0779
5520,b'5-phrase_feature__noun_phrases__current_user_utterance__jamaican_food',5,6.8200,0.0779
4750,b'4.1-ngram.next_user_utterance__excellent',4.1,6.8158,0.0780
7546,b'6-entity_feature__entity__next_system_utterance__41518_NUMBER',6,6.8028,0.0785
7449,b'6-entity_feature__entity__next_system_utterance__19_DATE',6,6.8028,0.0785
7515,b'6-entity_feature__entity__next_system_utterance__358399_NUMBER',6,6.8028,0.0785
6803,b'5-phrase_feature__noun_phrases__next_system_utterance__tasty_vietnamese_food',5,6.8028,0.0785
7979,b'7-syntactic_feature__root_word__next_system_utterance__196',7,6.8028,0.0785
7973,b'7-syntactic_feature__root_word__next_system_utterance__12',7,6.8028,0.0785
7466,b'6-entity_feature__entity__next_system_utterance__25_NUMBER',6,6.8028,0.0785
5945,b'5-phrase_feature__noun_phrases__next_system_utterance__a.f',5,6.8028,0.0785
7967,b'7-syntactic_feature__root_word__next_system_utterance__0871\xc2\xa0942\xc2\xa09180',7,6.8028,0.0785
8017,b'7-syntactic_feature__root_word__next_system_utterance__33',7,6.8028,0.0785
8035,b'7-syntactic_feature__root_word__next_system_utterance__358399',7,6.8028,0.0785
2358,b'4.1-ngram.next_system_utterance__hotpot nice restaurant',4.1,6.7978,0.0786
8369,b'7-syntactic_feature__root_word__next_user_utterance__venu',7,6.7974,0.0786
5623,b'5-phrase_feature__noun_phrases__current_user_utterance__ok',5,6.7974,0.0786
4827,b'4.1-ngram.next_user_utterance__indian restaurant',4.1,6.7871,0.0790
6359,b'5-phrase_feature__noun_phrases__next_system_utterance__lan_hong_house',5,6.7389,0.0807
6282,b'5-phrase_feature__noun_phrases__next_system_utterance__hong',5,6.7389,0.0807
6358,b'5-phrase_feature__noun_phrases__next_system_utterance__lan_hong',5,6.7389,0.0807
6283,b'5-phrase_feature__noun_phrases__next_system_utterance__hong_house',5,6.7389,0.0807
6409,b'5-phrase_feature__noun_phrases__next_system_utterance__meze',5,6.7331,0.0809
460,b'4.1-ngram.current_user_utterance__north town serves',4.1,6.7054,0.0819
4976,b'4.1-ngram.next_user_utterance__pan',4.1,6.7034,0.0820
463,b'4.1-ngram.current_user_utterance__number address',4.1,6.6979,0.0822
508,b'4.1-ngram.current_user_utterance__phone number address',4.1,6.6979,0.0822
4665,b'4.1-ngram.next_user_utterance__bout',4.1,6.6919,0.0824
578,b'4.1-ngram.current_user_utterance__restaurant serves',4.1,6.6830,0.0827
6255,b'5-phrase_feature__noun_phrases__next_system_utterance__hakka',5,6.6806,0.0828
7462,b'6-entity_feature__entity__next_system_utterance__249955_NUMBER',6,6.6806,0.0828
8083,b'7-syntactic_feature__root_word__next_system_utterance__59',7,6.6806,0.0828
6268,b'5-phrase_feature__noun_phrases__next_system_utterance__hills_road_city',5,6.6806,0.0828
7618,b'6-entity_feature__entity__next_system_utterance__hills road city centre_LOCATION',6,6.6806,0.0828
7990,b'7-syntactic_feature__root_word__next_system_utterance__249955',7,6.6806,0.0828
7569,b'6-entity_feature__entity__next_system_utterance__59_NUMBER',6,6.6806,0.0828
3758,b'4.1-ngram.next_system_utterance__serving greek food',4.1,6.6775,0.0829
3757,b'4.1-ngram.next_system_utterance__serving greek',4.1,6.6775,0.0829
3490,b'4.1-ngram.next_system_utterance__restaurant serving greek',4.1,6.6775,0.0829
1669,b'4.1-ngram.next_system_utterance__cambridge lodge',4.1,6.6724,0.0831
2597,b'4.1-ngram.next_system_utterance__lodge',4.1,6.6724,0.0831
3968,b'4.1-ngram.next_system_utterance__sorry jamaican restaurant',4.1,6.6621,0.0835
3967,b'4.1-ngram.next_system_utterance__sorry jamaican',4.1,6.6621,0.0835
4536,b'4.1-ngram.next_system_utterance__west town prices',4.1,6.6609,0.0835
2162,b'4.1-ngram.next_system_utterance__fusion serves chinese',4.1,6.6595,0.0836
2161,b'4.1-ngram.next_system_utterance__fusion serves',4.1,6.6595,0.0836
2318,b'4.1-ngram.next_system_utterance__hk fusion serves',4.1,6.6595,0.0836
3194,b'4.1-ngram.next_system_utterance__place north',4.1,6.6557,0.0837
3195,b'4.1-ngram.next_system_utterance__place north town',4.1,6.6557,0.0837
2834,b'4.1-ngram.next_system_utterance__nice place north',4.1,6.6557,0.0837
7803,b'7-syntactic_feature__root_word__current_user_utterance__do',7,6.6554,0.0837
901,b'4.1-ngram.current_user_utterance__want expensive',4.1,6.6486,0.0840
1699,b'4.1-ngram.next_system_utterance__catalan',4.1,6.6436,0.0842
2657,b'4.1-ngram.next_system_utterance__looking restaurant cheap',4.1,6.6397,0.0843
156,b'4.1-ngram.current_user_utterance__corsica',4.1,6.6385,0.0844
2821,b'4.1-ngram.next_system_utterance__nandos nice restaurant',4.1,6.6360,0.0845
2410,b'4.1-ngram.next_system_utterance__indian restaurant',4.1,6.6254,0.0848
87,b'4.1-ngram.current_user_utterance__belgium',4.1,6.6073,0.0855
407,b'4.1-ngram.current_user_utterance__moderate price',4.1,6.5961,0.0859
5815,b'5-phrase_feature__noun_phrases__current_user_utterance__something',5,6.5846,0.0864
4813,b'4.1-ngram.next_user_utterance__im good',4.1,6.5780,0.0866
4278,b'4.1-ngram.next_system_utterance__taj tandoori great',4.1,6.5716,0.0869
6818,b'5-phrase_feature__noun_phrases__next_system_utterance__traditional_restaurant',5,6.5635,0.0872
5314,b'5-phrase_feature__noun_phrases__current_user_utterance__cantonese_food',5,6.5635,0.0872
5245,b'5-phrase_feature__noun_phrases__current_user_utterance__afghan_food',5,6.5635,0.0872
6653,b'5-phrase_feature__noun_phrases__next_system_utterance__serving_brazilian_food',5,6.5635,0.0872
6588,b'5-phrase_feature__noun_phrases__next_system_utterance__retail',5,6.5604,0.0873
6504,b'5-phrase_feature__noun_phrases__next_system_utterance__park_newmarket',5,6.5604,0.0873
6505,b'5-phrase_feature__noun_phrases__next_system_utterance__park_newmarket_road',5,6.5604,0.0873
6038,b'5-phrase_feature__noun_phrases__next_system_utterance__cambridge_retail',5,6.5604,0.0873
6589,b'5-phrase_feature__noun_phrases__next_system_utterance__retail_park',5,6.5604,0.0873
6039,b'5-phrase_feature__noun_phrases__next_system_utterance__cambridge_retail_park',5,6.5604,0.0873
6590,b'5-phrase_feature__noun_phrases__next_system_utterance__retail_park_newmarket',5,6.5604,0.0873
7601,b'6-entity_feature__entity__next_system_utterance__cambridge retail park newmarket road fen ditton_LOCATION',6,6.5604,0.0873
5566,b'5-phrase_feature__noun_phrases__current_user_utterance__mediterranean_food',5,6.5541,0.0876
3257,b'4.1-ngram.next_system_utterance__prezzo',4.1,6.5497,0.0877
4904,b'4.1-ngram.next_user_utterance__moderately priced',4.1,6.5441,0.0879
7895,b'7-syntactic_feature__root_word__current_user_utterance__portugues',7,6.5348,0.0883
3449,b'4.1-ngram.next_system_utterance__restaurant serves',4.1,6.5113,0.0892
5967,b'5-phrase_feature__noun_phrases__next_system_utterance__anatolia',5,6.4923,0.0900
2721,b'4.1-ngram.next_system_utterance__mediterranean food',4.1,6.4907,0.0900
2526,b'4.1-ngram.next_system_utterance__la raza',4.1,6.4890,0.0901
3355,b'4.1-ngram.next_system_utterance__raza',4.1,6.4890,0.0901
941,b'4.1-ngram.current_user_utterance__whats type',4.1,6.4878,0.0901
942,b'4.1-ngram.current_user_utterance__whats type food',4.1,6.4878,0.0901
5504,b'5-phrase_feature__noun_phrases__current_user_utterance__indian_food',5,6.4831,0.0903
2810,b'4.1-ngram.next_system_utterance__nandos 01223 327908',4.1,6.4670,0.0910
2809,b'4.1-ngram.next_system_utterance__nandos 01223',4.1,6.4670,0.0910
2973,b'4.1-ngram.next_system_utterance__number nandos 01223',4.1,6.4670,0.0910
1152,b'4.1-ngram.next_system_utterance__24',4.1,6.4660,0.0910
6001,b'5-phrase_feature__noun_phrases__next_system_utterance__basque_food',5,6.4656,0.0910
6649,b'5-phrase_feature__noun_phrases__next_system_utterance__serving_basque_food',5,6.4656,0.0910
306,b'4.1-ngram.current_user_utterance__irish food',4.1,6.4630,0.0911
7866,b'7-syntactic_feature__root_word__current_user_utterance__moder',7,6.4571,0.0914
8231,b'7-syntactic_feature__root_word__next_user_utterance__give',7,6.4549,0.0915
3975,b'4.1-ngram.next_system_utterance__sorry lebanese',4.1,6.4547,0.0915
3976,b'4.1-ngram.next_system_utterance__sorry lebanese restaurant',4.1,6.4547,0.0915
5002,b'4.1-ngram.next_user_utterance__postcode',4.1,6.4366,0.0922
547,b'4.1-ngram.current_user_utterance__priced restaurant west',4.1,6.4243,0.0927
3058,b'4.1-ngram.next_system_utterance__panahar',4.1,6.4213,0.0928
565,b'4.1-ngram.current_user_utterance__restaurant center',4.1,6.4166,0.0930
4632,b'4.1-ngram.next_user_utterance__alright',4.1,6.4112,0.0932
5932,b'5-phrase_feature__noun_phrases__current_user_utterance__world_food',5,6.4006,0.0937
5008,b'4.1-ngram.next_user_utterance__priced',4.1,6.3955,0.0939
477,b'4.1-ngram.current_user_utterance__okay address',4.1,6.3933,0.0940
2709,b'4.1-ngram.next_system_utterance__margherita great restaurant',4.1,6.3879,0.0942
2517,b'4.1-ngram.next_system_utterance__la margherita great',4.1,6.3879,0.0942
2708,b'4.1-ngram.next_system_utterance__margherita great',4.1,6.3879,0.0942
5578,b'5-phrase_feature__noun_phrases__current_user_utterance__moderate_restaurant',5,6.3859,0.0943
7296,b'5-phrase_feature__noun_phrases__next_user_utterance__restaurants',5,6.3859,0.0943
5664,b'5-phrase_feature__noun_phrases__current_user_utterance__pizza',5,6.3788,0.0946
5372,b'5-phrase_feature__noun_phrases__current_user_utterance__corsica',5,6.3773,0.0946
155,b'4.1-ngram.current_user_utterance__correct',4.1,6.3741,0.0948
3179,b'4.1-ngram.next_system_utterance__pizzeria 20 milton',4.1,6.3729,0.0948
4504,b'4.1-ngram.next_system_utterance__vinci pizzeria 20',4.1,6.3729,0.0948
3178,b'4.1-ngram.next_system_utterance__pizzeria 20',4.1,6.3729,0.0948
4157,b'4.1-ngram.next_system_utterance__sure da vinci',4.1,6.3729,0.0948
4156,b'4.1-ngram.next_system_utterance__sure da',4.1,6.3729,0.0948
8070,b'7-syntactic_feature__root_word__next_system_utterance__464630',7,6.3714,0.0949
7604,b'6-entity_feature__entity__next_system_utterance__cherry hinton road cherry hinton_LOCATION',6,6.3714,0.0949
7554,b'6-entity_feature__entity__next_system_utterance__464630_NUMBER',6,6.3714,0.0949
5055,b'4.1-ngram.next_user_utterance__serve',4.1,6.3574,0.0955
5887,b'5-phrase_feature__noun_phrases__current_user_utterance__type_food',5,6.3536,0.0956
43,b'4.1-ngram.current_user_utterance__address type',4.1,6.3535,0.0956
44,b'4.1-ngram.current_user_utterance__address type food',4.1,6.3535,0.0956
2431,b'4.1-ngram.next_system_utterance__italian',4.1,6.3399,0.0962
168,b'4.1-ngram.current_user_utterance__danish food',4.1,6.3349,0.0964
8314,b'7-syntactic_feature__root_word__next_user_utterance__price',7,6.3295,0.0966
3483,b'4.1-ngram.next_system_utterance__restaurant serving english',4.1,6.3272,0.0967
3744,b'4.1-ngram.next_system_utterance__serving english food',4.1,6.3272,0.0967
3743,b'4.1-ngram.next_system_utterance__serving english',4.1,6.3272,0.0967
6043,b'5-phrase_feature__noun_phrases__next_system_utterance__cantonese_restaurant',5,6.3218,0.0970
3263,b'4.1-ngram.next_system_utterance__prezzo great restaurant',4.1,6.3202,0.0970
3262,b'4.1-ngram.next_system_utterance__prezzo great',4.1,6.3202,0.0970
4806,b'4.1-ngram.next_user_utterance__hungarian',4.1,6.3005,0.0979
3476,b'4.1-ngram.next_system_utterance__restaurant serving chinese',4.1,6.3003,0.0979
2187,b'4.1-ngram.next_system_utterance__garden great',4.1,6.2812,0.0987
2188,b'4.1-ngram.next_system_utterance__garden great restaurant',4.1,6.2812,0.0987
2644,b'4.1-ngram.next_system_utterance__looking korean restaurant',4.1,6.2695,0.0992
2643,b'4.1-ngram.next_system_utterance__looking korean',4.1,6.2695,0.0992
2501,b'4.1-ngram.next_system_utterance__korean restaurant right',4.1,6.2695,0.0992
2122,b'4.1-ngram.next_system_utterance__food cheap',4.1,6.2673,0.0993
2123,b'4.1-ngram.next_system_utterance__food cheap price',4.1,6.2673,0.0993
7787,b'7-syntactic_feature__root_word__current_user_utterance__cheap',7,6.2660,0.0994
4003,b'4.1-ngram.next_system_utterance__sorry restaurant moderate',4.1,6.2575,0.0997
524,b'4.1-ngram.current_user_utterance__portuguese food',4.1,6.2488,0.1001
340,b'4.1-ngram.current_user_utterance__like expensive',4.1,6.2482,0.1001
4411,b'4.1-ngram.next_system_utterance__town serving halal',4.1,6.2439,0.1003
8176,b'7-syntactic_feature__root_word__next_user_utterance__breath',7,6.2404,0.1005
4897,b'4.1-ngram.next_user_utterance__mexican',4.1,6.2393,0.1005
845,b'4.1-ngram.current_user_utterance__type food serve',4.1,6.2372,0.1006
1145,b'4.1-ngram.next_system_utterance__21',4.1,6.2306,0.1009
7269,b'5-phrase_feature__noun_phrases__next_user_utterance__postcode',5,6.2167,0.1015
163,b'4.1-ngram.current_user_utterance__cuban food',4.1,6.2162,0.1016
5189,b'4.1-ngram.next_user_utterance__unintelligible food',4.1,6.2083,0.1019
4850,b'4.1-ngram.next_user_utterance__kitalian food',4.1,6.1997,0.1023
4849,b'4.1-ngram.next_user_utterance__kitalian',4.1,6.1997,0.1023
8312,b'7-syntactic_feature__root_word__next_user_utterance__postcod',7,6.1703,0.1036
5506,b'5-phrase_feature__noun_phrases__current_user_utterance__indian_restaurant',5,6.1703,0.1036
5684,b'5-phrase_feature__noun_phrases__current_user_utterance__postcode',5,6.1614,0.1040
1671,b'4.1-ngram.next_system_utterance__cambridge lodge restaurant',4.1,6.1432,0.1048
2600,b'4.1-ngram.next_system_utterance__lodge restaurant',4.1,6.1432,0.1048
235,b'4.1-ngram.current_user_utterance__food west',4.1,6.1368,0.1051
236,b'4.1-ngram.current_user_utterance__food west town',4.1,6.1368,0.1051
8465,b'7-syntactic_feature__subj_word__next_system_utterance__franki',7,6.1048,0.1066
229,b'4.1-ngram.current_user_utterance__food serve',4.1,6.0942,0.1071
2408,b'4.1-ngram.next_system_utterance__indian food',4.1,6.0917,0.1072
276,b'4.1-ngram.current_user_utterance__id like restaurant',4.1,6.0887,0.1074
5111,b'4.1-ngram.next_user_utterance__start',4.1,6.0690,0.1083
22,b'2.1-user_action_words.current_user_utterance__start',2.1,6.0630,0.1086
8259,b'7-syntactic_feature__root_word__next_user_utterance__japanes',7,6.0630,0.1086
6773,b'5-phrase_feature__noun_phrases__next_system_utterance__swiss_restaurant',5,6.0630,0.1086
6937,b'5-phrase_feature__noun_phrases__next_user_utterance__belgium',5,6.0630,0.1086
162,b'4.1-ngram.current_user_utterance__cuban',4.1,6.0592,0.1088
4694,b'4.1-ngram.next_user_utterance__centre',4.1,6.0578,0.1088
7903,b'7-syntactic_feature__root_word__current_user_utterance__repeat',7,6.0442,0.1095
6847,b'5-phrase_feature__noun_phrases__next_system_utterance__varsity_restaurant',5,6.0408,0.1096
6846,b'5-phrase_feature__noun_phrases__next_system_utterance__varsity',5,6.0408,0.1096
406,b'4.1-ngram.current_user_utterance__moderate',4.1,6.0403,0.1097
541,b'4.1-ngram.current_user_utterance__priced restaurant north',4.1,6.0210,0.1106
879,b'4.1-ngram.current_user_utterance__um whats',4.1,6.0197,0.1107
179,b'4.1-ngram.current_user_utterance__doesnt matter',4.1,6.0141,0.1109
5469,b'5-phrase_feature__noun_phrases__current_user_utterance__gastropub_food',5,6.0099,0.1111
4715,b'4.1-ngram.next_user_utterance__corsica',4.1,6.0088,0.1112
7771,b'7-syntactic_feature__root_word__current_user_utterance__belgium',7,5.9953,0.1118
7925,b'7-syntactic_feature__root_word__current_user_utterance__start',7,5.9953,0.1118
4609,b'2.1-user_action_words.next_user_utterance__start',2.1,5.9953,0.1118
5510,b'5-phrase_feature__noun_phrases__current_user_utterance__indonesian_food',5,5.9953,0.1118
7117,b'5-phrase_feature__noun_phrases__next_user_utterance__irish_food',5,5.9953,0.1118
8224,b'7-syntactic_feature__root_word__next_user_utterance__fine',7,5.9953,0.1118
785,b'4.1-ngram.current_user_utterance__start',4.1,5.9951,0.1119
6621,b'5-phrase_feature__noun_phrases__next_system_utterance__saigon',5,5.9941,0.1119
4239,b'4.1-ngram.next_system_utterance__sure royal',4.1,5.9917,0.1120
3310,b'4.1-ngram.next_system_utterance__rajmahal 01223 244955',4.1,5.9916,0.1120
2989,b'4.1-ngram.next_system_utterance__number rajmahal 01223',4.1,5.9916,0.1120
3309,b'4.1-ngram.next_system_utterance__rajmahal 01223',4.1,5.9916,0.1120
2988,b'4.1-ngram.next_system_utterance__number rajmahal',4.1,5.9916,0.1120
3137,b'4.1-ngram.next_system_utterance__phone number rajmahal',4.1,5.9916,0.1120
1163,b'4.1-ngram.next_system_utterance__244955',4.1,5.9916,0.1120
969,b'4.1-ngram.next_system_utterance__01223 244955',4.1,5.9916,0.1120
7460,b'6-entity_feature__entity__next_system_utterance__247877_NUMBER',6,5.9886,0.1122
8446,b'7-syntactic_feature__subj_word__next_system_utterance__boat',7,5.9886,0.1122
7988,b'7-syntactic_feature__root_word__next_system_utterance__247877',7,5.9886,0.1122
5989,b'5-phrase_feature__noun_phrases__next_system_utterance__bangkok',5,5.9878,0.1122
183,b'4.1-ngram.current_user_utterance__dont want',4.1,5.9791,0.1126
8101,b'7-syntactic_feature__root_word__next_system_utterance__bar',7,5.9781,0.1127
985,b'4.1-ngram.next_system_utterance__01223 308681',4.1,5.9664,0.1133
3634,b'4.1-ngram.next_system_utterance__seoul 01223',4.1,5.9664,0.1133
2956,b'4.1-ngram.next_system_utterance__number little',4.1,5.9664,0.1133
2589,b'4.1-ngram.next_system_utterance__little seoul 01223',4.1,5.9664,0.1133
2957,b'4.1-ngram.next_system_utterance__number little seoul',4.1,5.9664,0.1133
1194,b'4.1-ngram.next_system_utterance__308681',4.1,5.9664,0.1133
3635,b'4.1-ngram.next_system_utterance__seoul 01223 308681',4.1,5.9664,0.1133
3122,b'4.1-ngram.next_system_utterance__phone number little',4.1,5.9664,0.1133
1967,b'4.1-ngram.next_system_utterance__cuban',4.1,5.9566,0.1137
1155,b'4.1-ngram.next_system_utterance__24 northampton',4.1,5.9520,0.1140
1147,b'4.1-ngram.next_system_utterance__21 24 northampton',4.1,5.9520,0.1140
1146,b'4.1-ngram.next_system_utterance__21 24',4.1,5.9520,0.1140
2878,b'4.1-ngram.next_system_utterance__northampton',4.1,5.9520,0.1140
75,b'4.1-ngram.current_user_utterance__austrian',4.1,5.9441,0.1144
360,b'4.1-ngram.current_user_utterance__looking cheap',4.1,5.9384,0.1146
4460,b'4.1-ngram.next_system_utterance__ugly duckling expensive',4.1,5.9295,0.1151
3351,b'4.1-ngram.next_system_utterance__range ugly',4.1,5.9295,0.1151
3289,b'4.1-ngram.next_system_utterance__price range ugly',4.1,5.9295,0.1151
2035,b'4.1-ngram.next_system_utterance__duckling expensive',4.1,5.9295,0.1151
3352,b'4.1-ngram.next_system_utterance__range ugly duckling',4.1,5.9295,0.1151
4039,b'4.1-ngram.next_system_utterance__south town cheap',4.1,5.9266,0.1152
1963,b'4.1-ngram.next_system_utterance__crossover modern european',4.1,5.9195,0.1156
2573,b'4.1-ngram.next_system_utterance__like crossover modern',4.1,5.9195,0.1156
1962,b'4.1-ngram.next_system_utterance__crossover modern',4.1,5.9195,0.1156
8400,b'7-syntactic_feature__subj_word__current_user_utterance__food',7,5.9178,0.1157
5045,b'4.1-ngram.next_user_utterance__restaurants',4.1,5.9028,0.1164
8570,b'7-syntactic_feature__subj_word__next_user_utterance__they',7,5.8980,0.1167
6924,b'5-phrase_feature__noun_phrases__next_user_utterance__asian_oriental_food',5,5.8958,0.1168
7229,b'5-phrase_feature__noun_phrases__next_user_utterance__oriental_food',5,5.8958,0.1168
281,b'4.1-ngram.current_user_utterance__im looking cheap',4.1,5.8923,0.1170
472,b'4.1-ngram.current_user_utterance__number venue',4.1,5.8805,0.1176
514,b'4.1-ngram.current_user_utterance__phone number venue',4.1,5.8805,0.1176
2344,b'4.1-ngram.next_system_utterance__hotel restaurant great',4.1,5.8559,0.1188
5230,b'4.1-ngram.next_user_utterance__world',4.1,5.8292,0.1202
4488,b'4.1-ngram.next_system_utterance__vietnamese food',4.1,5.8275,0.1203
8022,b'7-syntactic_feature__root_word__next_system_utterance__350688',7,5.8245,0.1205
8055,b'7-syntactic_feature__root_word__next_system_utterance__400170',7,5.8245,0.1205
7500,b'6-entity_feature__entity__next_system_utterance__350688_NUMBER',6,5.8245,0.1205
7539,b'6-entity_feature__entity__next_system_utterance__400170_NUMBER',6,5.8245,0.1205
3417,b'4.1-ngram.next_system_utterance__restaurant cheap',4.1,5.8229,0.1206
3418,b'4.1-ngram.next_system_utterance__restaurant cheap price',4.1,5.8229,0.1206
6013,b'5-phrase_feature__noun_phrases__next_system_utterance__boat',5,5.8190,0.1208
6592,b'5-phrase_feature__noun_phrases__next_system_utterance__rice_boat',5,5.8190,0.1208
6827,b'5-phrase_feature__noun_phrases__next_system_utterance__turkish_food',5,5.8027,0.1216
4993,b'4.1-ngram.next_user_utterance__polynesian',4.1,5.7927,0.1221
4095,b'4.1-ngram.next_system_utterance__star nice',4.1,5.7910,0.1222
2687,b'4.1-ngram.next_system_utterance__lucky star nice',4.1,5.7910,0.1222
4680,b'4.1-ngram.next_user_utterance__cantonese',4.1,5.7890,0.1223
4943,b'4.1-ngram.next_user_utterance__number price range',4.1,5.7837,0.1226
4942,b'4.1-ngram.next_user_utterance__number price',4.1,5.7837,0.1226
4987,b'4.1-ngram.next_user_utterance__phone number price',4.1,5.7837,0.1226
1783,b'4.1-ngram.next_system_utterance__chop house nice',4.1,5.7824,0.1227
2046,b'4.1-ngram.next_system_utterance__east town prices',4.1,5.7624,0.1238
3359,b'4.1-ngram.next_system_utterance__raza great restaurant',4.1,5.7592,0.1239
2528,b'4.1-ngram.next_system_utterance__la raza great',4.1,5.7592,0.1239
3358,b'4.1-ngram.next_system_utterance__raza great',4.1,5.7592,0.1239
4882,b'4.1-ngram.next_user_utterance__looking restaurant',4.1,5.7573,0.1240
178,b'4.1-ngram.current_user_utterance__doesnt',4.1,5.7195,0.1261
